Rank,Club,Country,Level,Elo,From,To
48,Dynamo Kyiv,URS,1,1689.71826172,1974-04-29,1974-05-02
45,Dynamo Kyiv,URS,1,1694.13037109,1974-05-03,1974-05-09
48,Dynamo Kyiv,URS,1,1683.95324707,1974-05-10,1974-05-11
49,Dynamo Kyiv,URS,1,1683.95324707,1974-05-12,1974-05-14
50,Dynamo Kyiv,URS,1,1683.51953125,1974-05-15,1974-05-19
51,Dynamo Kyiv,URS,1,1683.51953125,1974-05-20,1974-05-23
50,Dynamo Kyiv,URS,1,1686.92834473,1974-05-24,1974-05-31
45,Dynamo Kyiv,URS,1,1697.68798828,1974-06-01,1974-06-01
44,Dynamo Kyiv,URS,1,1697.68798828,1974-06-02,1974-06-10
44,Dynamo Kyiv,URS,1,1697.8104248,1974-06-11,1974-06-18
42,Dynamo Kyiv,URS,1,1700.13989258,1974-06-19,1974-06-25
42,Dynamo Kyiv,URS,1,1700.44116211,1974-06-26,1974-07-01
43,Dynamo Kyiv,URS,1,1698.3223877,1974-07-02,1974-07-09
40,Dynamo Kyiv,URS,1,1705.55444336,1974-07-10,1974-07-13
43,Dynamo Kyiv,URS,1,1698.28295898,1974-07-14,1974-07-26
42,Dynamo Kyiv,URS,1,1700.98986816,1974-07-27,1974-07-31
40,Dynamo Kyiv,URS,1,1706.03344727,1974-08-01,1974-08-06
40,Dynamo Kyiv,URS,1,1706.32287598,1974-08-07,1974-08-14
40,Dynamo Kyiv,URS,1,1707.04321289,1974-08-15,1974-08-20
42,Dynamo Kyiv,URS,1,1697.65332031,1974-08-21,1974-08-21
43,Dynamo Kyiv,URS,1,1697.65332031,1974-08-22,1974-08-24
42,Dynamo Kyiv,URS,1,1697.65332031,1974-08-25,1974-08-30
43,Dynamo Kyiv,URS,1,1697.65332031,1974-08-31,1974-08-31
44,Dynamo Kyiv,URS,1,1697.65332031,1974-09-01,1974-09-01
45,Dynamo Kyiv,URS,1,1697.65332031,1974-09-02,1974-09-03
41,Dynamo Kyiv,URS,1,1703.66564941,1974-09-04,1974-09-08
42,Dynamo Kyiv,URS,1,1703.66564941,1974-09-09,1974-09-09
40,Dynamo Kyiv,URS,1,1706.12683105,1974-09-10,1974-09-11
41,Dynamo Kyiv,URS,1,1706.12683105,1974-09-12,1974-09-14
37,Dynamo Kyiv,URS,1,1709.13891602,1974-09-15,1974-09-15
38,Dynamo Kyiv,URS,1,1709.13891602,1974-09-16,1974-09-18
32,Dynamo Kyiv,URS,1,1717.35473633,1974-09-19,1974-09-22
36,Dynamo Kyiv,URS,1,1709.31518555,1974-09-23,1974-09-28
35,Dynamo Kyiv,URS,1,1709.31518555,1974-09-29,1974-10-02
31,Dynamo Kyiv,URS,1,1724.39367676,1974-10-03,1974-10-06
31,Dynamo Kyiv,URS,1,1724.44714355,1974-10-07,1974-10-13
31,Dynamo Kyiv,URS,1,1726.81005859,1974-10-14,1974-10-15
30,Dynamo Kyiv,URS,1,1726.81005859,1974-10-16,1974-10-19
29,Dynamo Kyiv,URS,1,1729.40466309,1974-10-20,1974-10-20
28,Dynamo Kyiv,URS,1,1729.40466309,1974-10-21,1974-10-23
15,Dynamo Kyiv,URS,1,1753.09619141,1974-10-24,1974-10-27
16,Dynamo Kyiv,URS,1,1753.09619141,1974-10-28,1974-11-03
15,Dynamo Kyiv,URS,1,1754.13684082,1974-11-04,1974-11-05
14,Dynamo Kyiv,URS,1,1754.13684082,1974-11-06,1974-11-06
15,Dynamo Kyiv,URS,1,1758.65515137,1974-11-07,1974-11-09
14,Dynamo Kyiv,URS,1,1758.65515137,1974-11-10,1974-11-10
14,Dynamo Kyiv,URS,1,1758.14697266,1974-11-11,1974-11-17
18,Dynamo Kyiv,URS,1,1747.80725098,1974-11-18,1974-11-21
26,Dynamo Kyiv,URS,1,1736.00317383,1974-11-22,1974-11-23
25,Dynamo Kyiv,URS,1,1736.00317383,1974-11-24,1974-11-24
27,Dynamo Kyiv,URS,1,1736.00317383,1974-11-25,1974-11-27
26,Dynamo Kyiv,URS,1,1736.00317383,1974-11-28,1974-11-30
25,Dynamo Kyiv,URS,1,1736.00317383,1974-12-01,1974-12-07
26,Dynamo Kyiv,URS,1,1736.00317383,1974-12-08,1974-12-11
24,Dynamo Kyiv,URS,1,1736.00317383,1974-12-12,1974-12-14
23,Dynamo Kyiv,URS,1,1736.00317383,1974-12-15,1974-12-21
25,Dynamo Kyiv,URS,1,1736.00317383,1974-12-22,1974-12-23
26,Dynamo Kyiv,URS,1,1736.00317383,1974-12-24,1974-12-26
25,Dynamo Kyiv,URS,1,1736.00317383,1974-12-27,1975-01-11
26,Dynamo Kyiv,URS,1,1736.00317383,1975-01-12,1975-02-01
28,Dynamo Kyiv,URS,1,1736.00317383,1975-02-02,1975-02-15
26,Dynamo Kyiv,URS,1,1736.00317383,1975-02-16,1975-02-22
25,Dynamo Kyiv,URS,1,1736.00317383,1975-02-23,1975-02-28
24,Dynamo Kyiv,URS,1,1736.00317383,1975-03-01,1975-03-01
23,Dynamo Kyiv,URS,1,1736.00317383,1975-03-02,1975-03-02
22,Dynamo Kyiv,URS,1,1736.00317383,1975-03-03,1975-03-05
26,Dynamo Kyiv,URS,1,1733.98071289,1975-03-06,1975-03-09
25,Dynamo Kyiv,URS,1,1733.98071289,1975-03-10,1975-03-18
26,Dynamo Kyiv,URS,1,1733.98071289,1975-03-19,1975-03-19
27,Dynamo Kyiv,URS,1,1733.13769531,1975-03-20,1975-03-25
26,Dynamo Kyiv,URS,1,1733.13769531,1975-03-26,1975-03-29
24,Dynamo Kyiv,URS,1,1733.13769531,1975-03-30,1975-04-01
23,Dynamo Kyiv,URS,1,1733.13769531,1975-04-02,1975-04-06
22,Dynamo Kyiv,URS,1,1733.13769531,1975-04-07,1975-04-08
23,Dynamo Kyiv,URS,1,1733.13769531,1975-04-09,1975-04-09
16,Dynamo Kyiv,URS,1,1756.29931641,1975-04-10,1975-04-16
15,Dynamo Kyiv,URS,1,1763.8236084,1975-04-17,1975-04-19
14,Dynamo Kyiv,URS,1,1763.8236084,1975-04-20,1975-04-20
14,Dynamo Kyiv,URS,1,1767.26611328,1975-04-21,1975-04-23
14,Dynamo Kyiv,URS,1,1772.84289551,1975-04-24,1975-04-27
15,Dynamo Kyiv,URS,1,1775.12927246,1975-04-28,1975-05-02
15,Dynamo Kyiv,URS,1,1776.60424805,1975-05-03,1975-05-03
14,Dynamo Kyiv,URS,1,1776.60424805,1975-05-04,1975-05-04
13,Dynamo Kyiv,URS,1,1776.60424805,1975-05-05,1975-05-07
12,Dynamo Kyiv,URS,1,1786.11962891,1975-05-08,1975-05-10
11,Dynamo Kyiv,URS,1,1786.11962891,1975-05-11,1975-05-11
10,Dynamo Kyiv,URS,1,1786.11962891,1975-05-12,1975-05-14
8,Dynamo Kyiv,URS,1,1800.00158691,1975-05-15,1975-05-22
8,Dynamo Kyiv,URS,1,1797.3157959,1975-05-23,1975-05-25
9,Dynamo Kyiv,URS,1,1788.1652832,1975-05-26,1975-05-30
10,Dynamo Kyiv,URS,1,1788.1652832,1975-05-31,1975-06-01
9,Dynamo Kyiv,URS,1,1790.9354248,1975-06-02,1975-06-04
10,Dynamo Kyiv,URS,1,1788.61584473,1975-06-05,1975-06-15
9,Dynamo Kyiv,URS,1,1790.79492188,1975-06-16,1975-06-22
8,Dynamo Kyiv,URS,1,1793.63391113,1975-06-23,1975-06-25
8,Dynamo Kyiv,URS,1,1792.57897949,1975-06-26,1975-06-29
13,Dynamo Kyiv,URS,1,1776.7479248,1975-06-30,1975-07-06
13,Dynamo Kyiv,URS,1,1778.14379883,1975-07-07,1975-07-20
12,Dynamo Kyiv,URS,1,1783.54785156,1975-07-21,1975-07-27
12,Dynamo Kyiv,URS,1,1784.48779297,1975-07-28,1975-08-08
13,Dynamo Kyiv,URS,1,1776.90979004,1975-08-09,1975-08-09
12,Dynamo Kyiv,URS,1,1776.90979004,1975-08-10,1975-08-12
12,Dynamo Kyiv,URS,1,1778.78869629,1975-08-13,1975-08-16
11,Dynamo Kyiv,URS,1,1778.78869629,1975-08-17,1975-08-22
10,Dynamo Kyiv,URS,1,1787.67700195,1975-08-23,1975-08-23
9,Dynamo Kyiv,URS,1,1787.67700195,1975-08-24,1975-08-26
8,Dynamo Kyiv,URS,1,1787.67700195,1975-08-27,1975-09-02
8,Dynamo Kyiv,URS,1,1787.40356445,1975-09-03,1975-09-06
8,Dynamo Kyiv,URS,1,1786.22229004,1975-09-07,1975-09-13
8,Dynamo Kyiv,URS,1,1793.7401123,1975-09-14,1975-09-17
4,Dynamo Kyiv,URS,1,1812.015625,1975-09-18,1975-09-21
4,Dynamo Kyiv,URS,1,1813.26428223,1975-09-22,1975-09-26
4,Dynamo Kyiv,URS,1,1810.8828125,1975-09-27,1975-09-27
5,Dynamo Kyiv,URS,1,1810.8828125,1975-09-28,1975-10-01
5,Dynamo Kyiv,URS,1,1809.05200195,1975-10-02,1975-10-17
11,Dynamo Kyiv,URS,1,1784.78430176,1975-10-18,1975-10-18
10,Dynamo Kyiv,URS,1,1784.78430176,1975-10-19,1975-10-22
12,Dynamo Kyiv,URS,1,1788.08752441,1975-10-23,1975-10-26
12,Dynamo Kyiv,URS,1,1788.36779785,1975-10-27,1975-10-29
15,Dynamo Kyiv,URS,1,1781.90795898,1975-10-30,1975-11-01
15,Dynamo Kyiv,URS,1,1780.53430176,1975-11-02,1975-11-05
9,Dynamo Kyiv,URS,1,1788.94714355,1975-11-06,1975-11-08
8,Dynamo Kyiv,URS,1,1793.03857422,1975-11-09,1975-11-15
9,Dynamo Kyiv,URS,1,1793.03857422,1975-11-16,1975-11-16
7,Dynamo Kyiv,URS,1,1798.19995117,1975-11-17,1975-11-22
8,Dynamo Kyiv,URS,1,1798.19995117,1975-11-23,1975-11-26
12,Dynamo Kyiv,URS,1,1781.6151123,1975-11-27,1975-12-07
11,Dynamo Kyiv,URS,1,1781.6151123,1975-12-08,1975-12-10
10,Dynamo Kyiv,URS,1,1784.02416992,1975-12-11,1975-12-20
9,Dynamo Kyiv,URS,1,1784.02416992,1975-12-21,1975-12-21
10,Dynamo Kyiv,URS,1,1784.02416992,1975-12-22,1976-02-14
11,Dynamo Kyiv,URS,1,1784.02416992,1976-02-15,1976-02-21
12,Dynamo Kyiv,URS,1,1784.02416992,1976-02-22,1976-03-05
11,Dynamo Kyiv,URS,1,1790.57849121,1976-03-06,1976-03-06
12,Dynamo Kyiv,URS,1,1790.57849121,1976-03-07,1976-03-09
11,Dynamo Kyiv,URS,1,1790.57849121,1976-03-10,1976-03-17
21,Dynamo Kyiv,URS,1,1756.43994141,1976-03-18,1976-03-20
20,Dynamo Kyiv,URS,1,1756.43994141,1976-03-21,1976-03-27
19,Dynamo Kyiv,URS,1,1756.43994141,1976-03-28,1976-04-03
20,Dynamo Kyiv,URS,1,1756.43994141,1976-04-04,1976-04-04
24,Dynamo Kyiv,URS,1,1743.48059082,1976-04-05,1976-04-11
28,Dynamo Kyiv,URS,1,1735.8182373,1976-04-12,1976-04-18
23,Dynamo Kyiv,URS,1,1745.61242676,1976-04-19,1976-04-19
22,Dynamo Kyiv,URS,1,1745.61242676,1976-04-20,1976-04-20
23,Dynamo Kyiv,URS,1,1745.61242676,1976-04-21,1976-04-24
22,Dynamo Kyiv,URS,1,1745.61242676,1976-04-25,1976-04-25
25,Dynamo Kyiv,URS,1,1736.81787109,1976-04-26,1976-04-28
24,Dynamo Kyiv,URS,1,1736.81787109,1976-04-29,1976-04-30
25,Dynamo Kyiv,URS,1,1736.81787109,1976-05-01,1976-05-02
30,Dynamo Kyiv,URS,1,1728.80224609,1976-05-03,1976-05-05
29,Dynamo Kyiv,URS,1,1728.80224609,1976-05-06,1976-05-08
28,Dynamo Kyiv,URS,1,1728.80224609,1976-05-09,1976-05-09
24,Dynamo Kyiv,URS,1,1732.03515625,1976-05-10,1976-05-12
25,Dynamo Kyiv,URS,1,1732.03515625,1976-05-13,1976-05-15
26,Dynamo Kyiv,URS,1,1732.03515625,1976-05-16,1976-05-16
26,Dynamo Kyiv,URS,1,1734.63134766,1976-05-17,1976-06-04
25,Dynamo Kyiv,URS,1,1734.63134766,1976-06-05,1976-06-10
23,Dynamo Kyiv,URS,1,1736.52905273,1976-06-11,1976-06-15
23,Dynamo Kyiv,URS,1,1740.50366211,1976-06-16,1976-06-22
23,Dynamo Kyiv,URS,1,1740.24438477,1976-06-23,1976-06-29
23,Dynamo Kyiv,URS,1,1739.56103516,1976-06-30,1976-07-06
29,Dynamo Kyiv,URS,1,1723.93981934,1976-07-07,1976-07-12
37,Dynamo Kyiv,URS,1,1714.0345459,1976-07-13,1976-07-17
28,Dynamo Kyiv,URS,1,1725.26293945,1976-07-18,1976-08-11
29,Dynamo Kyiv,URS,1,1725.26293945,1976-08-12,1976-08-14
30,Dynamo Kyiv,URS,1,1725.26293945,1976-08-15,1976-08-18
42,Dynamo Kyiv,URS,1,1704.74694824,1976-08-19,1976-08-21
39,Dynamo Kyiv,URS,1,1704.74694824,1976-08-22,1976-08-24
38,Dynamo Kyiv,URS,1,1704.74694824,1976-08-25,1976-08-25
39,Dynamo Kyiv,URS,1,1704.74694824,1976-08-26,1976-08-28
40,Dynamo Kyiv,URS,1,1704.74694824,1976-08-29,1976-08-29
39,Dynamo Kyiv,URS,1,1704.74694824,1976-08-30,1976-08-31
41,Dynamo Kyiv,URS,1,1695.90429688,1976-09-01,1976-09-03
41,Dynamo Kyiv,URS,1,1698.31506348,1976-09-04,1976-09-04
40,Dynamo Kyiv,URS,1,1698.31506348,1976-09-05,1976-09-07
43,Dynamo Kyiv,URS,1,1694.42346191,1976-09-08,1976-09-11
41,Dynamo Kyiv,URS,1,1695.40136719,1976-09-12,1976-09-15
37,Dynamo Kyiv,URS,1,1713.60461426,1976-09-16,1976-09-17
36,Dynamo Kyiv,URS,1,1713.60461426,1976-09-18,1976-09-18
37,Dynamo Kyiv,URS,1,1713.60461426,1976-09-19,1976-09-19
38,Dynamo Kyiv,URS,1,1706.62817383,1976-09-20,1976-09-22
38,Dynamo Kyiv,URS,1,1710.77429199,1976-09-23,1976-09-24
37,Dynamo Kyiv,URS,1,1710.77429199,1976-09-25,1976-09-25
36,Dynamo Kyiv,URS,1,1714.22021484,1976-09-26,1976-09-29
30,Dynamo Kyiv,URS,1,1727.66967773,1976-09-30,1976-10-01
31,Dynamo Kyiv,URS,1,1727.66967773,1976-10-02,1976-10-03
30,Dynamo Kyiv,URS,1,1730.34179688,1976-10-04,1976-10-07
30,Dynamo Kyiv,URS,1,1729.32714844,1976-10-08,1976-10-08
29,Dynamo Kyiv,URS,1,1729.32714844,1976-10-09,1976-10-09
30,Dynamo Kyiv,URS,1,1729.32714844,1976-10-10,1976-10-10
31,Dynamo Kyiv,URS,1,1729.32714844,1976-10-11,1976-10-16
29,Dynamo Kyiv,URS,1,1732.85327148,1976-10-17,1976-10-20
33,Dynamo Kyiv,URS,1,1727.77648926,1976-10-21,1976-10-23
31,Dynamo Kyiv,URS,1,1727.77648926,1976-10-24,1976-10-24
30,Dynamo Kyiv,URS,1,1730.57055664,1976-10-25,1976-10-30
30,Dynamo Kyiv,URS,1,1733.14648438,1976-10-31,1976-10-31
31,Dynamo Kyiv,URS,1,1733.14648438,1976-11-01,1976-11-03
23,Dynamo Kyiv,URS,1,1740.23132324,1976-11-04,1976-11-06
24,Dynamo Kyiv,URS,1,1740.23132324,1976-11-07,1976-11-08
20,Dynamo Kyiv,URS,1,1752.05163574,1976-11-09,1976-11-12
18,Dynamo Kyiv,URS,1,1754.63464355,1976-11-13,1976-11-14
17,Dynamo Kyiv,URS,1,1754.63464355,1976-11-15,1976-11-20
19,Dynamo Kyiv,URS,1,1754.63464355,1976-11-21,1976-11-21
17,Dynamo Kyiv,URS,1,1754.63464355,1976-11-22,1976-11-24
23,Dynamo Kyiv,URS,1,1750.37683105,1976-11-25,1976-12-04
22,Dynamo Kyiv,URS,1,1750.37683105,1976-12-05,1976-12-05
20,Dynamo Kyiv,URS,1,1750.37683105,1976-12-06,1976-12-08
20,Dynamo Kyiv,URS,1,1749.83374023,1976-12-09,1976-12-11
19,Dynamo Kyiv,URS,1,1749.83374023,1976-12-12,1976-12-15
20,Dynamo Kyiv,URS,1,1749.83374023,1976-12-16,1976-12-19
21,Dynamo Kyiv,URS,1,1749.83374023,1976-12-20,1976-12-27
20,Dynamo Kyiv,URS,1,1749.83374023,1976-12-28,1976-12-29
21,Dynamo Kyiv,URS,1,1749.83374023,1976-12-30,1977-01-01
22,Dynamo Kyiv,URS,1,1749.83374023,1977-01-02,1977-01-02
21,Dynamo Kyiv,URS,1,1749.83374023,1977-01-03,1977-01-03
20,Dynamo Kyiv,URS,1,1749.83374023,1977-01-04,1977-01-09
21,Dynamo Kyiv,URS,1,1749.83374023,1977-01-10,1977-01-15
22,Dynamo Kyiv,URS,1,1749.83374023,1977-01-16,1977-01-22
20,Dynamo Kyiv,URS,1,1749.83374023,1977-01-23,1977-01-23
19,Dynamo Kyiv,URS,1,1749.83374023,1977-01-24,1977-01-29
18,Dynamo Kyiv,URS,1,1749.83374023,1977-01-30,1977-01-30
19,Dynamo Kyiv,URS,1,1749.83374023,1977-01-31,1977-02-05
21,Dynamo Kyiv,URS,1,1749.83374023,1977-02-06,1977-02-15
22,Dynamo Kyiv,URS,1,1749.83374023,1977-02-16,1977-02-18
21,Dynamo Kyiv,URS,1,1749.83374023,1977-02-19,1977-02-19
20,Dynamo Kyiv,URS,1,1749.83374023,1977-02-20,1977-02-26
21,Dynamo Kyiv,URS,1,1749.83374023,1977-02-27,1977-03-02
21,Dynamo Kyiv,URS,1,1750.09130859,1977-03-03,1977-03-03
20,Dynamo Kyiv,URS,1,1750.09130859,1977-03-04,1977-03-12
21,Dynamo Kyiv,URS,1,1750.09130859,1977-03-13,1977-03-16
12,Dynamo Kyiv,URS,1,1767.59838867,1977-03-17,1977-03-19
10,Dynamo Kyiv,URS,1,1767.59838867,1977-03-20,1977-03-20
9,Dynamo Kyiv,URS,1,1767.59838867,1977-03-21,1977-03-23
10,Dynamo Kyiv,URS,1,1767.59838867,1977-03-24,1977-03-26
11,Dynamo Kyiv,URS,1,1767.59838867,1977-03-27,1977-04-01
12,Dynamo Kyiv,URS,1,1767.59838867,1977-04-02,1977-04-02
14,Dynamo Kyiv,URS,1,1760.66699219,1977-04-03,1977-04-06
12,Dynamo Kyiv,URS,1,1763.34399414,1977-04-07,1977-04-09
13,Dynamo Kyiv,URS,1,1763.34399414,1977-04-10,1977-04-10
14,Dynamo Kyiv,URS,1,1763.34399414,1977-04-11,1977-04-15
15,Dynamo Kyiv,URS,1,1755.20935059,1977-04-16,1977-04-16
16,Dynamo Kyiv,URS,1,1755.20935059,1977-04-17,1977-04-19
17,Dynamo Kyiv,URS,1,1755.20935059,1977-04-20,1977-04-20
24,Dynamo Kyiv,URS,1,1738.10534668,1977-04-21,1977-04-26
23,Dynamo Kyiv,URS,1,1738.10534668,1977-04-27,1977-05-01
21,Dynamo Kyiv,URS,1,1738.10534668,1977-05-02,1977-05-03
21,Dynamo Kyiv,URS,1,1742.46948242,1977-05-04,1977-05-07
19,Dynamo Kyiv,URS,1,1742.46948242,1977-05-08,1977-05-08
20,Dynamo Kyiv,URS,1,1742.46948242,1977-05-09,1977-05-11
21,Dynamo Kyiv,URS,1,1742.46948242,1977-05-12,1977-05-22
24,Dynamo Kyiv,URS,1,1734.9083252,1977-05-23,1977-05-25
25,Dynamo Kyiv,URS,1,1734.9083252,1977-05-26,1977-05-27
22,Dynamo Kyiv,URS,1,1738.83337402,1977-05-28,1977-05-31
22,Dynamo Kyiv,URS,1,1739.08508301,1977-06-01,1977-06-05
21,Dynamo Kyiv,URS,1,1742.79724121,1977-06-06,1977-06-10
21,Dynamo Kyiv,URS,1,1745.7088623,1977-06-11,1977-06-14
19,Dynamo Kyiv,URS,1,1750.67529297,1977-06-15,1977-06-22
19,Dynamo Kyiv,URS,1,1753.61035156,1977-06-23,1977-07-01
19,Dynamo Kyiv,URS,1,1751.60229492,1977-07-02,1977-07-05
19,Dynamo Kyiv,URS,1,1750.81713867,1977-07-06,1977-07-14
19,Dynamo Kyiv,URS,1,1755.1282959,1977-07-15,1977-07-18
16,Dynamo Kyiv,URS,1,1759.2857666,1977-07-19,1977-07-23
13,Dynamo Kyiv,URS,1,1765.24914551,1977-07-24,1977-08-06
12,Dynamo Kyiv,URS,1,1765.24914551,1977-08-07,1977-08-13
13,Dynamo Kyiv,URS,1,1765.24914551,1977-08-14,1977-08-14
13,Dynamo Kyiv,URS,1,1764.67126465,1977-08-15,1977-08-17
18,Dynamo Kyiv,URS,1,1756.13684082,1977-08-18,1977-08-20
20,Dynamo Kyiv,URS,1,1756.13684082,1977-08-21,1977-08-21
16,Dynamo Kyiv,URS,1,1761.33508301,1977-08-22,1977-08-26
18,Dynamo Kyiv,URS,1,1760.15979004,1977-08-27,1977-08-30
16,Dynamo Kyiv,URS,1,1762.60632324,1977-08-31,1977-08-31
15,Dynamo Kyiv,URS,1,1762.60632324,1977-09-01,1977-09-03
15,Dynamo Kyiv,URS,1,1762.75976562,1977-09-04,1977-09-04
16,Dynamo Kyiv,URS,1,1762.75976562,1977-09-05,1977-09-10
15,Dynamo Kyiv,URS,1,1766.80334473,1977-09-11,1977-09-14
15,Dynamo Kyiv,URS,1,1765.63061523,1977-09-15,1977-09-17
14,Dynamo Kyiv,URS,1,1765.67260742,1977-09-18,1977-09-24
14,Dynamo Kyiv,URS,1,1772.9921875,1977-09-25,1977-09-28
14,Dynamo Kyiv,URS,1,1768.63049316,1977-09-29,1977-09-29
14,Dynamo Kyiv,URS,1,1768.65209961,1977-09-30,1977-10-01
15,Dynamo Kyiv,URS,1,1768.65209961,1977-10-02,1977-10-02
15,Dynamo Kyiv,URS,1,1772.47900391,1977-10-03,1977-10-04
14,Dynamo Kyiv,URS,1,1772.47900391,1977-10-05,1977-10-05
15,Dynamo Kyiv,URS,1,1772.47900391,1977-10-06,1977-10-08
13,Dynamo Kyiv,URS,1,1772.47900391,1977-10-09,1977-10-12
15,Dynamo Kyiv,URS,1,1772.13647461,1977-10-13,1977-10-15
16,Dynamo Kyiv,URS,1,1765.96960449,1977-10-16,1977-10-19
13,Dynamo Kyiv,URS,1,1769.31152344,1977-10-20,1977-10-22
12,Dynamo Kyiv,URS,1,1769.31152344,1977-10-23,1977-10-23
12,Dynamo Kyiv,URS,1,1771.3046875,1977-10-24,1977-10-29
12,Dynamo Kyiv,URS,1,1773.51525879,1977-10-30,1977-11-02
15,Dynamo Kyiv,URS,1,1766.35266113,1977-11-03,1977-11-05
14,Dynamo Kyiv,URS,1,1766.35266113,1977-11-06,1977-11-06
14,Dynamo Kyiv,URS,1,1769.8704834,1977-11-07,1977-11-10
10,Dynamo Kyiv,URS,1,1781.04711914,1977-11-11,1977-11-12
9,Dynamo Kyiv,URS,1,1781.04711914,1977-11-13,1977-11-23
10,Dynamo Kyiv,URS,1,1779.97961426,1977-11-24,1977-11-26
11,Dynamo Kyiv,URS,1,1779.97961426,1977-11-27,1977-11-27
10,Dynamo Kyiv,URS,1,1779.97961426,1977-11-28,1977-12-04
9,Dynamo Kyiv,URS,1,1779.97961426,1977-12-05,1977-12-07
13,Dynamo Kyiv,URS,1,1763.72973633,1977-12-08,1977-12-10
14,Dynamo Kyiv,URS,1,1763.72973633,1977-12-11,1977-12-17
13,Dynamo Kyiv,URS,1,1763.72973633,1977-12-18,1977-12-27
15,Dynamo Kyiv,URS,1,1763.72973633,1977-12-28,1978-01-21
14,Dynamo Kyiv,URS,1,1763.72973633,1978-01-22,1978-01-22
13,Dynamo Kyiv,URS,1,1763.72973633,1978-01-23,1978-01-28
12,Dynamo Kyiv,URS,1,1763.72973633,1978-01-29,1978-01-29
13,Dynamo Kyiv,URS,1,1763.72973633,1978-01-30,1978-02-04
14,Dynamo Kyiv,URS,1,1763.72973633,1978-02-05,1978-02-05
15,Dynamo Kyiv,URS,1,1763.72973633,1978-02-06,1978-02-12
14,Dynamo Kyiv,URS,1,1763.72973633,1978-02-13,1978-02-25
13,Dynamo Kyiv,URS,1,1763.72973633,1978-02-26,1978-03-01
14,Dynamo Kyiv,URS,1,1763.72973633,1978-03-02,1978-03-02
13,Dynamo Kyiv,URS,1,1767.27294922,1978-03-03,1978-03-04
11,Dynamo Kyiv,URS,1,1767.27294922,1978-03-05,1978-03-11
12,Dynamo Kyiv,URS,1,1767.27294922,1978-03-12,1978-03-15
12,Dynamo Kyiv,URS,1,1774.96130371,1978-03-16,1978-03-25
13,Dynamo Kyiv,URS,1,1774.96130371,1978-03-26,1978-03-27
12,Dynamo Kyiv,URS,1,1774.96130371,1978-03-28,1978-03-29
13,Dynamo Kyiv,URS,1,1773.62207031,1978-03-30,1978-04-08
13,Dynamo Kyiv,URS,1,1773.00170898,1978-04-09,1978-04-09
14,Dynamo Kyiv,URS,1,1773.00170898,1978-04-10,1978-04-11
13,Dynamo Kyiv,URS,1,1773.00170898,1978-04-12,1978-04-12
15,Dynamo Kyiv,URS,1,1764.50805664,1978-04-13,1978-04-18
16,Dynamo Kyiv,URS,1,1764.50805664,1978-04-19,1978-04-22
18,Dynamo Kyiv,URS,1,1750.06347656,1978-04-23,1978-04-23
17,Dynamo Kyiv,URS,1,1750.06347656,1978-04-24,1978-04-25
18,Dynamo Kyiv,URS,1,1750.06347656,1978-04-26,1978-04-28
17,Dynamo Kyiv,URS,1,1753.28881836,1978-04-29,1978-05-02
16,Dynamo Kyiv,URS,1,1761.23498535,1978-05-03,1978-05-09
16,Dynamo Kyiv,URS,1,1763.20361328,1978-05-10,1978-05-18
16,Dynamo Kyiv,URS,1,1762.22106934,1978-05-19,1978-05-24
16,Dynamo Kyiv,URS,1,1764.30200195,1978-05-25,1978-05-29
17,Dynamo Kyiv,URS,1,1756.95544434,1978-05-30,1978-06-03
15,Dynamo Kyiv,URS,1,1769.18664551,1978-06-04,1978-06-11
15,Dynamo Kyiv,URS,1,1760.90551758,1978-06-12,1978-06-17
15,Dynamo Kyiv,URS,1,1763.35571289,1978-06-18,1978-06-26
15,Dynamo Kyiv,URS,1,1761.9597168,1978-06-27,1978-07-01
19,Dynamo Kyiv,URS,1,1753.84240723,1978-07-02,1978-07-09
24,Dynamo Kyiv,URS,1,1733.71008301,1978-07-10,1978-07-15
21,Dynamo Kyiv,URS,1,1737.36975098,1978-07-16,1978-07-22
26,Dynamo Kyiv,URS,1,1729.35974121,1978-07-23,1978-07-25
25,Dynamo Kyiv,URS,1,1729.35974121,1978-07-26,1978-07-30
25,Dynamo Kyiv,URS,1,1721.90087891,1978-07-31,1978-08-03
25,Dynamo Kyiv,URS,1,1726.2121582,1978-08-04,1978-08-07
28,Dynamo Kyiv,URS,1,1716.51879883,1978-08-08,1978-08-08
27,Dynamo Kyiv,URS,1,1716.51879883,1978-08-09,1978-08-17
26,Dynamo Kyiv,URS,1,1716.51879883,1978-08-18,1978-08-20
25,Dynamo Kyiv,URS,1,1727.84423828,1978-08-21,1978-08-23
24,Dynamo Kyiv,URS,1,1727.84423828,1978-08-24,1978-08-26
22,Dynamo Kyiv,URS,1,1735.99279785,1978-08-27,1978-09-01
22,Dynamo Kyiv,URS,1,1739.85766602,1978-09-02,1978-09-09
21,Dynamo Kyiv,URS,1,1739.85766602,1978-09-10,1978-09-13
23,Dynamo Kyiv,URS,1,1736.00146484,1978-09-14,1978-09-24
26,Dynamo Kyiv,URS,1,1729.88244629,1978-09-25,1978-09-27
24,Dynamo Kyiv,URS,1,1729.76818848,1978-09-28,1978-09-30
24,Dynamo Kyiv,URS,1,1731.83789062,1978-10-01,1978-10-06
22,Dynamo Kyiv,URS,1,1731.83789062,1978-10-07,1978-10-14
